id,title,main_artist,acousticness,danceability,energy,duration_ms,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,duration_min
7szuecWAPwGoV1e5vGu8tl,In Your Eyes,The Weeknd,0.00285,0.667,0.719,237520,8.1e-05,7,0.0736,-5.371,0,0.0346,100.021,4,0.717,3.958666666666667
6OGogr19zPTM4BALXuMQpF,Take My Breath - Single Version,The Weeknd,0.0107,0.748,0.74,220196,2.18e-05,8,0.101,-6.01,1,0.0484,121.004,4,0.518,3.6699333333333333
5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),The Kid LAROI,0.0383,0.591,0.764,141806,0.0,1,0.103,-5.484,1,0.0483,169.928,4,0.478,2.3634333333333335
1w7WAOQ65UjKpwhqB5rTNl,Source,Fever the Ghost,0.0542,0.613,0.77,259067,0.0135,7,0.608,-10.304,0,0.0353,107.023,4,0.691,4.317783333333334
0uvwsZnr2Kbrhv0gm8FfPi,"tell me a lie, won't you",nctrn,0.0815,0.296,0.662,205672,0.000174,2,0.135,-4.379,0,0.0453,97.013,4,0.103,3.4278666666666666
7MbBZT8KM2RFxDMXTvaRnk,Vestige,VIQ,0.0035,0.496,0.606,194667,0.742,4,0.163,-10.407,0,0.0425,89.95,4,0.0837,3.24445
7HMz8o0m7ASQ3ImFPfhWTY,CORALINE,Måneskin,0.0299,0.363,0.678,300413,0.0,2,0.324,-4.939,0,0.0995,162.124,4,0.321,5.006883333333334
39TGRbTSAIk0nrsTZo9roK,Веселей,Skryptonite,0.0329,0.904,0.697,218155,0.0,1,0.0955,-7.005,1,0.308,92.545,4,0.303,3.6359166666666667
5LvQxdpf7SPx0ZkpkftwwN,Terrapin,Ben Beal,0.0273,0.647,0.668,173182,1.47e-06,1,0.054,-7.022,1,0.18,87.963,4,0.72,2.8863666666666665
5KNq33xonNuXuzGyIBvhrs,Careful,Handbook,0.655,0.465,0.619,131000,1.24e-06,7,0.0883,-6.9,0,0.163,90.926,4,0.419,2.183333333333333
57CL8B4evdteoj7aIkzEZc,i don’t mind,demxntia,0.788,0.331,0.599,188571,2.43e-06,11,0.155,-6.832,1,0.0904,77.42,4,0.49,3.14285
5LYEVTjL2KCJuDUDjUl69n,Lonely,The BREED,0.289,0.647,0.734,138491,0.00296,0,0.453,-3.56,0,0.306,154.025,4,0.279,2.3081833333333335
1aBettOr79Ze27sceoL6U9,Feeling High,The Mouse Outfit,0.377,0.732,0.42,224374,0.0493,10,0.313,-3.505,0,0.0856,83.021,4,0.49,3.7395666666666667
7gCuKTyBb5nurNalzs0Hvp,"Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady]",Skrillex,0.0145,0.487,0.669,167253,0.00349,9,0.102,-6.473,1,0.232,172.026,3,0.0573,2.78755
0nOH95z7nnG747bZQOVP5v,Колёса,NAKED MAD GOD,0.0499,0.854,0.629,163153,0.00173,6,0.179,-6.042,0,0.244,109.975,4,0.539,2.7192166666666666
4ijxorNUqbo0ADwXylwVEw,Схожу от тебя с ума,Lida,0.00322,0.688,0.809,266667,7.88e-06,0,0.137,-6.903,0,0.0398,126.085,4,0.485,4.44445
2SGZmcm0WTf84i4VqzUl1p,Candy Flip,Eldzhey,0.0784,0.77,0.718,142974,0.0733,9,0.322,-7.807,0,0.135,150.044,4,0.421,2.3829
1YTrqmkSXc4GeoqWUUykNI,Последний дождь,Horus,0.0553,0.7,0.729,211862,0.0,7,0.101,-6.341,1,0.182,144.972,4,0.234,3.5310333333333332
0VUOytJll13iXwUqe3vEbp,Тук тук,Катя Панк,0.897,0.795,0.398,124898,0.0,4,0.128,-10.688,0,0.0882,97.988,4,0.433,2.0816333333333334
6bMhau29WoIMtIwGpmSj5Y,SHOW,MORGENSHTERN,0.0639,0.961,0.678,98041,0.0,11,0.35,-5.182,0,0.0665,104.028,4,0.783,1.6340166666666667
20jYtEun4dUdYZ9foaOC48,My Humps,Black Eyed Peas,0.111,0.802,0.682,326960,1.39e-05,1,0.109,-5.924,0,0.222,123.95,4,0.586,5.449333333333334
3X0dHHr15Yy8q0XSNPLXzJ,The Flight Of Magorium,Alexandre Desplat,0.955,0.173,0.0575,285453,0.903,5,0.0719,-18.431,1,0.0418,120.678,4,0.0544,4.75755
1SB4KXJ8ELuR0htg97LJZp,Paralyzed,LANDMVRKS,0.608,0.481,0.326,216100,1.41e-05,1,0.0939,-10.149,0,0.047,149.971,4,0.255,3.6016666666666666
0rJ0G0gJomdi076uYy4c6A,Тебе лучше не знать,Tima Belorusskih,0.111,0.809,0.422,184615,1.56e-05,4,0.107,-9.712,0,0.077,129.961,4,0.549,3.0769166666666665
7fGYhkuFS49BeUOZFlbXgS,фальшивые,Aikko,0.00242,0.676,0.657,201874,0.000213,10,0.107,-6.09,0,0.0362,119.988,4,0.196,3.3645666666666667
6GURMdS3fdXFKp69q6G2or,Оставь нас,Обстоятельства,0.0954,0.75,0.495,170000,1.31e-05,11,0.0818,-8.354,0,0.0474,119.971,4,0.656,2.8333333333333335
7FCbmhzE0Bpq6rwuA6wzIj,Different,Ernesto Zatknites,0.0527,0.482,0.905,222746,0.0,5,0.101,-5.431,0,0.19,72.416,4,0.334,3.7124333333333333
6Sd7t9uPqqAJoIkiInOG38,Обратно (feat. Eecii MC Fly),ATL,0.348,0.815,0.825,223304,0.0411,8,0.0911,-4.148,1,0.0894,115.005,4,0.324,3.7217333333333333
1q1T0TbFO2fWkDmgCKwTB0,Epiphany,Trent Reznor and Atticus Ross,0.936,0.309,0.0423,228000,0.856,0,0.0643,-27.865,1,0.0423,69.943,4,0.0396,3.8
40GkSJZR1EzC8jJsUNw7C3,Костёр,Horus,0.319,0.803,0.596,194000,0.000533,10,0.115,-7.759,0,0.246,76.007,4,0.323,3.2333333333333334
6T6cba9zo8RXYoOiM96D3u,Halo of the Gone,Cold In May,0.00173,0.588,0.858,248693,0.0197,4,0.125,-5.354,0,0.035,107.999,4,0.377,4.1448833333333335
47Yq1JXX1QhxU3WLsDbQwG,Космический мусор,Horus,0.57,0.659,0.646,183000,0.000334,1,0.154,-8.575,0,0.272,80.017,4,0.365,3.05
5tQlQbsHUNe83kJjI4PPrT,Одинокий каннибал,Loqiemean,0.00845,0.395,0.639,208236,0.112,1,0.123,-5.17,0,0.0589,84.985,4,0.0765,3.4706
77yYxfpXB64ktXPVdU9xcF,Хоровод,Loqiemean,0.019,0.531,0.956,349200,0.000191,11,0.0507,-3.964,0,0.0854,175.074,4,0.199,5.82
3aqvmDYEfl6UsNNY5aXu8p,Удочка для охоты,Loqiemean,0.166,0.644,0.844,170165,0.0929,10,0.0804,-5.353,0,0.261,189.9,4,0.664,2.8360833333333333
2tZdQQAd8TPdHo86nLM0q3,Бумеранг,Markul,0.259,0.785,0.63,146800,2.75e-06,6,0.109,-6.741,0,0.156,150.038,4,0.516,2.4466666666666668
2DYfqhLc12IFOsIvXzV1Ma,UFO LUV,GONE.Fludd,0.408,0.78,0.727,213704,0.0,1,0.0987,-7.891,0,0.35,100.163,4,0.532,3.561733333333333
1rko059TD4fUnN2aW2s4FQ,Метафизика,Anacondaz,0.0109,0.623,0.873,262613,8.67e-06,5,0.0977,-4.225,1,0.0686,129.983,4,0.762,4.376883333333334
5V1yFtT4ReyOupoHvykaBd,Прорубь,Loqiemean,0.00438,0.681,0.873,215129,0.000933,1,0.0572,-4.514,1,0.0406,119.992,4,0.586,3.5854833333333334
3Rsg5ahRcf2NRGkFBEbtfK,"i miss you, i'm sorry",nctrn,0.079,0.471,0.655,205672,6.98e-05,5,0.0947,-4.284,1,0.0377,97.942,4,0.0724,3.4278666666666666
5EszNbXUwR7ZmdKjNgYvij,Весь в отца,Truwer,0.221,0.706,0.585,230667,0.0188,2,0.115,-7.383,1,0.428,110.122,4,0.471,3.84445
2OpEjOrVbb3BxpU2n4h6QV,Sycamore Trees,Jimmy Scott,0.846,0.361,0.045,234507,0.00142,8,0.105,-19.74,0,0.0389,121.116,3,0.137,3.90845
0hX7JC9nK1sG42DbwJYxbG,Время,Mujuice,0.0236,0.865,0.757,214634,0.178,6,0.0655,-6.831,0,0.207,123.039,4,0.32,3.5772333333333335
0zVglWcR3QWtYW999ZKfVv,Вояджер-1,Noize MC,0.132,0.63,0.729,214556,0.0,2,0.399,-7.95,0,0.06,125.004,4,0.481,3.5759333333333334
4eEE3wLAQvAkfvSkZmdSoR,Warning,Son Lux,0.988,0.354,0.203,182331,0.276,10,0.105,-16.921,1,0.0427,122.406,5,0.0397,3.03885
33gwZOGJWEZ7dRWPqPxBEZ,Wolves (feat. Post Malone),Big Sean,0.0978,0.724,0.675,199758,9.41e-06,2,0.351,-5.267,1,0.0867,160.048,4,0.325,3.3293
2R0GqpFchg0kLneRFpLRGn,Веснушки,pyrokinesis,0.117,0.481,0.726,208000,9.28e-06,10,0.0983,-5.73,0,0.155,180.244,4,0.46,3.466666666666667
6sLu3XOMoYKCN2CE3zE9nX,Могилам II,Slava KPSS,0.289,0.716,0.761,154179,0.0,9,0.0845,-4.81,0,0.359,94.011,4,0.434,2.56965
4Xi2Rn1ZOjXw9QAtUmROnc,Shining,Zoe,0.14,0.746,0.458,187500,0.0496,9,0.151,-10.782,0,0.04,92.992,4,0.681,3.125
0VisuG3eiI7QssKZT57GiC,ПАЦАНЫ II,GONE.Fludd,0.256,0.866,0.525,217355,0.0,8,0.129,-9.681,0,0.302,119.006,4,0.339,3.6225833333333335
1JdE8IP5f3MgFf8iy8E83v,Технокамикадзе,RAM,0.00678,0.725,0.906,191304,0.000544,5,0.437,-4.153,0,0.221,138.05,4,0.372,3.1884
2v97szfJibjtPDVt07e1fs,тиннитус,дима бамберг,0.00468,0.202,0.977,176161,0.0,1,0.0385,-1.666,1,0.148,82.546,4,0.495,2.9360166666666667
6i9xOCXl3uRIrrjTFqEIds,ХОЧУ УБЕЖАТЬ,STED.D,0.0866,0.491,0.698,189176,0.000707,0,0.112,-6.94,1,0.122,84.894,4,0.165,3.1529333333333334
09GSyzKeyOThTdESNeWIPZ,Kingdom in Blue,Kupla,0.659,0.524,0.238,201155,0.922,7,0.16,-11.163,1,0.0424,78.018,4,0.121,3.3525833333333335
0rcIlUPtm4QLTv4IfHTKCE,The Weary Blues,Langston Hughes,0.765,0.538,0.225,189753,1.63e-05,3,0.117,-12.098,1,0.0525,118.292,4,0.314,3.16255
5STBtVnhbT5dqFCiS9DIOu,ВОТ ПОЧЕМУ НЕ ЗАВОЖУ СЕБЕ ДРУЗЕЙ,STED.D,0.0922,0.67,0.79,184865,4.61e-06,1,0.0823,-3.728,0,0.121,148.004,4,0.362,3.0810833333333334
5ngcReHEY4qenU3ujHDI0O,Do I Rly Luv U,Enluv,0.286,0.474,0.385,126942,0.0826,0,0.114,-11.055,0,0.134,60.539,4,0.595,2.1157
0yarPckxrnj2yCHLLtPiIg,Браслеты,ATL,0.478,0.723,0.759,228923,0.222,11,0.0986,-7.811,0,0.353,130.04,4,0.274,3.815383333333333
1Im2GmJSctWJUTnUZt0n2G,Один,LSP,0.222,0.57,0.583,252886,0.0,0,0.119,-4.133,0,0.0555,148.866,4,0.292,4.214766666666667
0JjajaJr0tE2xbyh6XhMOv,Никогда,Maro Noir,0.159,0.805,0.267,244516,0.00772,1,0.105,-15.44,0,0.0578,93.038,4,0.118,4.075266666666667
6up2vjmNtin46NE8lVx2dE,Дороги,Maro Noir,0.869,0.639,0.447,245743,0.23,8,0.106,-11.426,1,0.105,84.999,4,0.289,4.095716666666666
616pXKwKYgp1F6vbTXcFW1,Прощай,Maro Noir,0.929,0.297,0.461,211724,0.225,4,0.0996,-11.001,0,0.068,166.523,3,0.39,3.5287333333333333
7pM9cLbrgRGX1hHElTX92m,Acid Rain,Lorn,0.0165,0.408,0.497,172473,0.603,11,0.414,-7.515,0,0.0352,55.803,4,0.0961,2.87455
0DnBFBpFqsCqcE9y83RPoH,Pale Yellow - A COLORS SHOW,Woodkid,0.366,0.526,0.381,176653,0.00666,7,0.385,-10.708,1,0.0432,120.988,4,0.0386,2.9442166666666667
3k1KpObrz78fyT1vGglFNm,Парный дурак,LSP,0.388,0.781,0.739,169255,0.0,8,0.0945,-5.03,0,0.193,80.995,4,0.592,2.8209166666666667
5TrifksTeX5ICv4WCChYVQ,Ууу,LSP,0.496,0.659,0.648,168429,4.92e-05,4,0.228,-5.908,0,0.066,123.973,4,0.141,2.80715
1szfpw4s6IzwA0gBLSVqak,Маловер,Horus,0.0686,0.774,0.755,164393,0.0,2,0.174,-6.967,1,0.0948,104.998,4,0.0779,2.7398833333333332
0Pp3ljWWRpoDnExqvjvIvs,Люцифер,Husky,0.138,0.852,0.583,176839,2.75e-06,8,0.279,-8.585,1,0.324,152.049,4,0.591,2.9473166666666666
1uakmd92PCdne5EliFZlJk,Бесконечный магазин,Husky,0.00739,0.79,0.693,157225,3.49e-05,8,0.312,-7.578,1,0.21,100.05,4,0.544,2.620416666666667
4O3CibljFXrdqOdPIBZ77M,Интервью,Skryptonite,0.272,0.886,0.582,176625,8.53e-06,1,0.221,-8.627,1,0.446,113.026,4,0.646,2.94375
6n9cMCrPoHk7q9hnxa9Vqp,Источник,polnalyubvi,0.0428,0.281,0.435,209439,0.656,6,0.0567,-9.741,0,0.0369,125.939,4,0.0399,3.49065
7CI5GaXYK9QwaowodWIbwX,Кометы,polnalyubvi,0.42,0.26,0.549,212672,0.00194,8,0.118,-6.353,1,0.0409,123.48,1,0.0953,3.5445333333333333
4YNDUeqoFOd3b4ct6hLVzG,OYAN - Bonus Track,104,0.293,0.554,0.328,215187,0.472,6,0.089,-13.108,1,0.134,99.945,4,0.183,3.58645
589aDaLPfP1KW437FWlAam,Мой любимый погребок,pyrokinesis,0.218,0.499,0.653,164153,0.0,6,0.392,-7.85,0,0.322,98.136,4,0.351,2.7358833333333332
1Da8H2NqexOUYKWFb3PPnS,Due Tramonti - Remastered 2020,Ludovico Einaudi,0.969,0.112,0.106,295253,0.917,2,0.114,-18.242,1,0.0438,175.24,3,0.0647,4.920883333333333
5JQhVT5B9VTJg8WKoZ980d,Забил,ATL,0.22,0.851,0.677,192000,0.0,8,0.105,-6.441,1,0.143,119.997,4,0.627,3.2
4eyxQzQzWozclwxI9UCZzU,Чудак,Splean,0.279,0.634,0.57,149133,0.0,2,0.13,-9.085,1,0.0331,104.901,3,0.163,2.48555
15egmDkCQ27CJHQHLxMC5J,Daylight,Joji,0.00415,0.533,0.749,163906,5.31e-05,7,0.0933,-7.634,1,0.0478,163.93,4,0.769,2.7317666666666667
0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,ABBA,0.358,0.543,0.87,230400,0.000939,9,0.792,-6.514,1,0.0428,100.804,4,0.754,3.84
2oQNF3kcBWegNSlepC7Ro5,Ты это серьезно?,Skryptonite,0.0998,0.899,0.601,197664,0.0,10,0.106,-6.185,1,0.1,102.02,4,0.129,3.2944
4nPt9RM5i4EJNtkzafAVNF,Hunger of the Pine,alt-J,0.778,0.363,0.418,299711,0.0253,7,0.109,-9.558,1,0.0305,93.653,4,0.0704,4.995183333333333
4JvclO8lNugobD1afavcYS,Nantes,Beirut,0.782,0.437,0.533,230200,0.0142,1,0.134,-9.552,1,0.0426,131.155,4,0.638,3.8366666666666664
1VJG6lV1jEyaELz8D0QsVj,Смотрящий,Husky,0.147,0.869,0.55,181935,0.00447,1,0.0756,-10.788,1,0.14,92.997,4,0.0536,3.03225
6J23SZVFYfFtvmCjbczqU5,A toi,Joe Dassin,0.352,0.698,0.668,170893,1.42e-06,9,0.122,-9.45,0,0.0582,128.94,4,0.882,2.8482166666666666
7njVyqzN7SfrGHvOo4hXGX,Soulsides,Art Farmer,0.258,0.559,0.273,268705,0.0669,5,0.0727,-16.45,1,0.0294,78.154,4,0.55,4.478416666666667
5kRR8K3k0rBgH2cDrhgENV,Formidable,Stromae,0.126,0.489,0.706,214678,0.0,4,0.244,-6.534,0,0.212,67.012,4,0.559,3.5779666666666667
6J6FXmYrMxg93mBxkugUlI,Easy,Son Lux,0.345,0.602,0.304,240760,0.0238,2,0.0969,-9.948,0,0.0736,73.329,4,0.156,4.012666666666667
4y6jjdklWYLDCIBsj3RMQZ,and she was,Carlos Cipa,0.995,0.279,0.0428,443483,0.924,4,0.0767,-28.434,0,0.0317,100.031,4,0.186,7.391383333333334
6UjtG0uNQHh3FCzBO0i6JI,Черное дерево,Zwyntar,0.0274,0.607,0.823,183539,9.78e-06,11,0.0669,-4.531,0,0.0305,122.987,4,0.277,3.0589833333333334
5Pf5HwjqLAbYDVBQU7H7Oz,I'll Keep Coming,Low Roar,0.0372,0.332,0.596,352347,0.413,9,0.298,-5.607,0,0.0521,140.104,4,0.0996,5.87245
6SAxZVn2L3IsSXf5iQrnwK,BB's Theme,Ludvig Forssell,0.227,0.282,0.428,316520,0.000158,1,0.0897,-9.812,0,0.0311,83.608,4,0.0392,5.275333333333333
6IBCA5bu9eIBOsaoO0MqJj,Yellow Box,The Neighbourhood,0.0776,0.598,0.575,182760,0.798,0,0.0925,-11.6,0,0.0484,106.972,4,0.268,3.046
5ZawGS5kFVVxEZrN7FshIk,Cherry Flavoured,The Neighbourhood,0.23,0.617,0.574,208453,0.0105,6,0.0983,-9.768,1,0.0276,91.769,4,0.396,3.4742166666666665
4B7gz5axU0OCf8ON9zz3EJ,ЕДАЛО,НЕДРЫ,0.175,0.887,0.526,148762,4.45e-05,1,0.102,-6.68,1,0.191,139.912,4,0.161,2.4793666666666665
7dvlvKonHN5x9ddPupfQb2,Бесплатная еда с могил,appledream,0.257,0.482,0.702,208193,0.000129,10,0.0933,-5.314,1,0.173,83.037,4,0.0642,3.469883333333333
04RVcCVjGJjOA21RwgTUQb,Гвозди,Loqiemean,0.0621,0.905,0.741,145719,5.25e-05,5,0.357,-4.774,0,0.156,139.997,4,0.82,2.42865
1bQ84P9T5LcktSszK6Zq0y,Родители такому не научат (1 часть),RAM,0.00751,0.726,0.793,211712,0.000449,4,0.179,-6.119,0,0.171,110.054,4,0.445,3.5285333333333333
7KAaXsExk6GDpcabEHRniu,Black Flies,Ben Howard,0.44,0.581,0.36,381507,0.00589,8,0.0924,-13.174,1,0.0289,132.469,4,0.107,6.35845
3fJIVMpZwAyi1jl9FJPsYV,На щите,Ка тет,0.388,0.9,0.749,162558,0.000648,2,0.109,-7.016,1,0.281,124.038,4,0.492,2.7093
2UilfwGe6mu92dXQjni2gk,Lullaby for Yasha,Evgeny Grinko,0.98,0.351,0.0313,143107,0.945,0,0.145,-23.658,1,0.037,111.687,4,0.271,2.3851166666666668
49Y8paEvzLZO0twSifXXcJ,Холода,Грязь,0.141,0.706,0.558,243769,0.0,8,0.611,-7.945,0,0.0735,115.054,4,0.375,4.0628166666666665
35UQEmfW1ORivpoix9jTaW,Перемен,Грязь,0.0483,0.369,0.487,277504,0.0,8,0.0891,-8.739,0,0.131,62.028,4,0.222,4.625066666666667
3LqvFP86vmTDkFYzLpz1w5,Вебкам модель,Овсянкин,0.68,0.491,0.64,137805,0.00444,10,0.172,-8.41,1,0.134,99.345,4,0.126,2.29675
75BGF4LC7AOLFfxn6ukZDH,Sex Metal Barbie,In This Moment,0.0139,0.533,0.935,262493,0.0,0,0.168,-3.704,1,0.128,140.092,4,0.481,4.374883333333333
7qzNc93sUMR3vHt5WADmOa,Blood,In This Moment,0.012,0.534,0.95,207587,1.91e-06,9,0.413,-2.712,0,0.161,140.071,4,0.527,3.459783333333333
6lMdX9gOmZcYHAKobXgmi0,Burn,In This Moment,0.00266,0.352,0.82,284333,0.00406,4,0.0985,-5.297,1,0.0584,146.108,4,0.0388,4.738883333333333
5m5rShfBQk4UpG7vpsEKzf,Minor,Miyagi & Andy Panda,0.593,0.759,0.67,175800,5.99e-06,9,0.0984,-6.763,0,0.0708,99.948,4,0.49,2.93
0thwmx7fPtvzOwRwe4emu4,Medicine,Miyagi & Andy Panda,0.218,0.523,0.727,217732,0.00105,9,0.0672,-8.173,0,0.0958,96.89,4,0.525,3.6288666666666667
0QOiEQHCuDkeKJ18NP5ZT0,Идеальный пациент (1 часть),RAM,0.00627,0.627,0.815,168250,0.0,5,0.704,-5.92,1,0.144,77.033,4,0.735,2.8041666666666667
18KR8RMZKJktNilaxBs5DN,Оазис,Everthe8,0.105,0.693,0.551,217000,0.0,8,0.115,-7.771,1,0.242,119.931,4,0.491,3.6166666666666667
3x1WcuJiT8MdNCqoQoP36B,Вторник,SALUKI,0.0116,0.634,0.488,188330,0.000876,8,0.434,-8.002,0,0.0447,130.174,4,0.104,3.1388333333333334
1hDgKeEHxLnQ9iRy6Ro1px,I Lost a Friend,FINNEAS,0.587,0.453,0.209,237020,0.0,11,0.119,-11.917,1,0.223,169.316,4,0.216,3.9503333333333335
5qVV3IVh4Ir5t9SXJHkq1e,Atlas - From “The Hunger Games: Catching Fire” Soundtrack,Coldplay,0.653,0.278,0.418,236307,0.704,11,0.103,-8.431,1,0.0294,136.252,4,0.103,3.93845
6VtcgrVYo2xfygcWAfRpd1,The World Is Ugly,My Chemical Romance,0.0047,0.447,0.781,294680,3.4e-05,11,0.0976,-4.801,0,0.0314,96.004,4,0.102,4.911333333333333
6ZTshk28HhgUCp8L5AdXRp,В темноте,Noize MC,0.38,0.744,0.643,206766,0.0,6,0.116,-8.527,0,0.186,130.053,4,0.638,3.4461
3Yg9uNZedu1qoZk0jcjqIB,Детки,Lumen,0.204,0.687,0.492,201639,0.0,7,0.0806,-7.153,0,0.0264,139.996,4,0.275,3.36065
41bGn6u78I8eNZg86tx3vp,Москва любит...,Skryptonite,0.0484,0.741,0.459,205677,0.00289,2,0.293,-9.046,1,0.157,76.996,4,0.125,3.42795
383QXk8nb2YrARMUwDdjQS,Psycho,Muse,0.00114,0.555,0.883,316718,0.041,2,0.868,-3.426,1,0.0341,125.02,4,0.507,5.2786333333333335
1ExGMGnvWFASv2EuMyVjc4,Inside Your Harmony,Alim Zairov,0.93,0.273,0.156,240005,0.736,0,0.238,-15.595,1,0.033,99.774,3,0.0691,4.000083333333333
1KcOU0q9AMXV9xi4tSzzCc,Posthumous Forgiveness,Tame Impala,0.0508,0.367,0.613,366067,0.00171,7,0.282,-5.646,1,0.0297,153.978,4,0.0966,6.101116666666667
22LHIaxcDvOuBkKcKTM226,The Phoenix,Lindsey Stirling,0.00451,0.347,0.835,244817,0.874,7,0.291,-5.097,0,0.0311,148.217,4,0.135,4.080283333333333
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,0.0495,0.612,0.807,240400,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398,4.006666666666667
2IDaK5cGlbUQ69UAYUkMda,Il Mostro,Sergio Panarella,0.973,0.344,0.278,206760,0.0193,2,0.0817,-9.81,0,0.0329,96.23,3,0.125,3.446
5053GzLmkZANIRAytqwfRL,Mutter,Scala & Kolacny Brothers,0.988,0.331,0.201,237480,0.619,3,0.1,-13.799,0,0.0376,103.842,4,0.059,3.958
4C11fsOR3N1GZ0dttOy4pR,Wasted Years,Cold,0.0496,0.462,0.574,247040,0.0,8,0.145,-6.516,1,0.0259,87.029,4,0.128,4.117333333333334
0TkIK3UKXWROzaK4vJfOoo,Pieces,Sum 41,0.00532,0.443,0.837,181600,0.00821,5,0.309,-5.041,1,0.032,99.928,4,0.579,3.026666666666667
2pBueCZ7sjIFuA5t4rYbsO,Herr Mannelig,Ofdrykkja,0.981,0.614,0.143,419067,0.803,9,0.114,-18.164,0,0.0267,119.48,4,0.112,6.98445
0p1IPSa7u7REnzAoKn5ywa,Heart-Shaped Box,Nirvana,0.0875,0.493,0.773,279187,0.0111,1,0.0869,-6.979,1,0.0532,99.697,4,0.361,4.653116666666667
1KiwfeFNt2cftrJ5xU5IJm,I Apologize,Five Finger Death Punch,0.00068,0.505,0.929,242956,0.0,9,0.167,-4.69,0,0.0529,77.991,4,0.419,4.049266666666667
3QwTBtt2eSrzCz5jLZnfHP,Свинцовое одеяло,Мёртвые Дельфины,0.0384,0.634,0.527,230533,4.04e-05,2,0.0966,-12.901,0,0.0325,130.019,4,0.397,3.842216666666667
3cItU6HGzHx490PIZMrO9P,Into the Arms of Strangers,The Atomica Project,0.898,0.774,0.34,235625,0.215,6,0.11,-10.407,1,0.0388,115.924,4,0.0397,3.9270833333333335
6MmrsjDVNHtsL3qDD5IOlu,так за кого же болеть на этой земле и кого любить?,maslo chernogo tmina,0.89,0.666,0.622,157335,0.909,8,0.607,-8.926,1,0.0338,115.138,4,0.351,2.62225
5xKQMOijwRHIMTdZRl7LKS,больше/меньше,maslo chernogo tmina,0.431,0.466,0.48,148924,0.0,6,0.137,-10.67,0,0.0532,62.01,4,0.0766,2.482066666666667
7IUyCR5GqxoE0VwELVmwFM,Под небом салатовым,ATL,0.405,0.632,0.67,186818,0.029,8,0.127,-7.917,0,0.324,87.969,4,0.542,3.1136333333333335
0mtpJPQ0a51xb9PHKtJbOi,Шинель,Ernesto Zatknites,0.62,0.703,0.369,182387,0.00549,9,0.106,-11.038,0,0.293,79.923,4,0.378,3.0397833333333333
2Wc7ZNCdbagVGtlIDvOlvh,00:00 Midnight,Jonathan Ogden,0.68,0.584,0.573,151227,0.912,6,0.109,-16.01,0,0.0366,120.01,4,0.177,2.52045
0mCHlHqrEdpJsmbu8F2tgy,narco,maslo chernogo tmina,0.39,0.455,0.686,403696,0.00375,4,0.11,-9.746,1,0.0942,131.743,4,0.304,6.728266666666666
6gpdcZKZJLrhdcRTSItl5Q,Time is Running Out,Muse,0.00252,0.585,0.843,237040,0.00689,9,0.0866,-5.883,0,0.0557,118.21,4,0.427,3.9506666666666668
3grxcua8CiooJX0zaQYaUm,The Sound of Silence,Disturbed,0.464,0.215,0.278,248467,1.1e-06,9,0.102,-9.359,1,0.031,166.388,4,0.178,4.141116666666667
2nmL3Tb25nvkUnwjwmL0Sq,Inside the Fire,Disturbed,5.24e-05,0.458,0.951,231040,0.129,7,0.0919,-7.321,1,0.0619,94.016,4,0.609,3.8506666666666667
0QU2uSi0Jwkb41CQXZwwSM,Сонник,Краснознаменная Дивизия Имени Моей Бабушки,0.0435,0.674,0.705,242993,8.9e-05,1,0.112,-7.333,1,0.0341,135.037,4,0.1,4.049883333333334
0VJYAiu5uZzOCBPSqDrjJq,По краю острова,Ploho,0.00227,0.494,0.942,221395,0.957,11,0.358,-5.414,1,0.0778,144.947,4,0.515,3.6899166666666665
0cly8Vmk7mRkAS1H3EVN2p,Sell Me A Coat,David Bowie,0.745,0.578,0.262,179000,0.0,7,0.134,-14.894,1,0.0455,125.472,4,0.486,2.9833333333333334
0dOEPCP3oInE7KaeFFX8g9,Все сгорает,Гр. Полухутенко,0.792,0.634,0.376,160027,0.0,2,0.165,-8.345,1,0.0331,66.72,4,0.517,2.667116666666667
0DPKzksU9qfgExbtCoJhKZ,Fantastic Planet (Bonus Track),Soko,0.213,0.453,0.63,230400,0.198,7,0.333,-7.643,1,0.0353,124.002,4,0.367,3.84
0YnQTJLmny0bB6e5fWyCOO,Sign of the Times - Piano Version,Michael Forster,0.993,0.267,0.0413,167480,0.891,0,0.083,-27.558,1,0.048,135.012,4,0.0693,2.791333333333333
0NmsRjlFu58rBBljR7Jgly,Chi mai,Ennio Morricone,0.484,0.367,0.113,209160,0.921,6,0.0673,-14.629,0,0.0325,96.419,3,0.114,3.486
0hPgElEJvkBF4bv362mngr,Underground,Mujuice,0.462,0.62,0.713,164618,0.332,7,0.0715,-8.56,1,0.0341,140.038,4,0.603,2.7436333333333334
1M2Rzo2D1axnu4qIPz8Ogm,"Девочка, наступившая на хлеб",Краснознаменная Дивизия Имени Моей Бабушки,0.496,0.509,0.846,252186,0.0261,11,0.142,-6.973,0,0.0386,153.513,4,0.346,4.2031
