id,playlist_id,title,main_artist,acousticness,danceability,energy,duration_ms,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,duration_min
1Qrg8KqiBpW07V7PNxwwwL,37i9dQZF1DXcBWIGoYBM5M,Kill Bill,SZA,0.0521,0.644,0.735,153947.0,0.144,8.0,0.161,-5.747,1.0,0.0391,88.98,4.0,0.418,2.565783333333333
0V3wPSX9ygBnCm8psDIegu,37i9dQZF1DXcBWIGoYBM5M,Anti-Hero,Taylor Swift,0.13,0.637,0.643,200690.0,1.8e-06,4.0,0.142,-6.571,1.0,0.0519,97.008,4.0,0.533,3.3448333333333333
0WtM2NBVQNNJLh6scP13H8,37i9dQZF1DXcBWIGoYBM5M,Calm Down (with Selena Gomez),Rema,0.382,0.801,0.806,239318.0,0.000669,11.0,0.114,-5.206,1.0,0.0381,106.999,4.0,0.802,3.9886333333333335
2dHHgzDwk4BJdRwy9uXhTO,37i9dQZF1DXcBWIGoYBM5M,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,0.417,0.715,0.62,221520.0,0.0,1.0,0.0822,-6.005,0.0,0.0484,97.95,4.0,0.172,3.692
3nqQXoyQOWXiESFLlDF1hG,37i9dQZF1DXcBWIGoYBM5M,Unholy (feat. Kim Petras),Sam Smith,0.013,0.714,0.472,156943.0,4.51e-06,2.0,0.266,-7.375,1.0,0.0864,131.121,4.0,0.238,2.6157166666666667
1xzi1Jcr7mEi9K2RfzLOqS,37i9dQZF1DXcBWIGoYBM5M,CUFF IT,Beyoncé,0.0368,0.78,0.689,225389.0,9.69e-06,7.0,0.0698,-5.668,1.0,0.141,115.042,4.0,0.642,3.756483333333333
5Z2MiIZ5I3jJvvmeWMLbOQ,37i9dQZF1DXcBWIGoYBM5M,Escapism.,RAYE,0.138,0.538,0.742,272373.0,4.67e-05,2.0,0.0934,-5.355,1.0,0.114,96.107,4.0,0.25,4.53955
4LRPiXqCikLlN15c3yImP7,37i9dQZF1DXcBWIGoYBM5M,As It Was,Harry Styles,0.342,0.52,0.731,167303.0,0.00101,6.0,0.311,-5.338,0.0,0.0557,173.93,4.0,0.662,2.788383333333333
3zkyus0njMCL6phZmNNEeN,37i9dQZF1DXcBWIGoYBM5M,LET GO,Central Cee,0.859,0.735,0.449,175890.0,0.0,2.0,0.213,-9.933,0.0,0.383,146.016,4.0,0.514,2.9315
2mnXxnrX5vCGolNkaFvVeM,37i9dQZF1DXcBWIGoYBM5M,La Jumpa,Arcángel,0.111,0.887,0.234,196800.0,0.67,9.0,0.13,-14.52,1.0,0.178,140.02,4.0,0.197,3.28
5Y35SjAfXjjG0sFQ3KOxmm,37i9dQZF1DXcBWIGoYBM5M,Nobody Gets Me,SZA,0.805,0.358,0.284,180853.0,0.0,7.0,0.183,-8.285,1.0,0.0285,99.796,3.0,0.276,3.0142166666666665
0QHEIqNKsMoOY5urbzN48u,37i9dQZF1DXcBWIGoYBM5M,Made You Look,Meghan Trainor,0.345,0.838,0.525,134256.0,1.92e-06,10.0,0.0771,-3.562,1.0,0.0665,144.981,4.0,0.884,2.2376
4uUG5RXrOk84mYEfFvj3cK,37i9dQZF1DXcBWIGoYBM5M,I'm Good (Blue),David Guetta,0.00383,0.561,0.965,175238.0,7.07e-06,7.0,0.371,-3.673,0.0,0.0343,128.04,4.0,0.304,2.9206333333333334
1bDbXMyjaUIooNwFE9wn0N,37i9dQZF1DXcBWIGoYBM5M,Rich Flex,Drake,0.0503,0.561,0.52,239360.0,1.86e-06,11.0,0.355,-9.342,0.0,0.244,153.15,3.0,0.424,3.989333333333333
0O6u0VJ46W86TxN9wgyqDj,37i9dQZF1DXcBWIGoYBM5M,I Like You (A Happier Song) (with Doja Cat),Post Malone,0.121,0.733,0.67,192841.0,0.0,5.0,0.121,-6.009,1.0,0.0751,100.964,4.0,0.472,3.2140166666666667
5odlY52u43F5BjByhxg7wg,37i9dQZF1DXcBWIGoYBM5M,golden hour,JVKE,0.653,0.515,0.593,209260.0,0.162,4.0,0.25,-4.801,1.0,0.0322,94.467,3.0,0.153,3.4876666666666667
5jQI2r1RdgtuT8S3iG8zFC,37i9dQZF1DXcBWIGoYBM5M,Lavender Haze,Taylor Swift,0.258,0.733,0.436,202396.0,0.000573,10.0,0.157,-10.489,1.0,0.08,96.985,4.0,0.0976,3.373266666666667
1qEmFfgcLObUfQm0j1W2CK,37i9dQZF1DXcBWIGoYBM5M,Late Night Talking,Harry Styles,0.298,0.714,0.728,177955.0,0.0,10.0,0.106,-4.595,1.0,0.0468,114.996,4.0,0.901,2.9659166666666668
73vIOb4Q7YN6HeJTbscRx5,37i9dQZF1DXcBWIGoYBM5M,Miss You,Oliver Tree,0.0128,0.587,0.742,206000.0,0.00107,6.0,0.146,-6.64,0.0,0.0529,145.007,4.0,0.199,3.433333333333333
34ZAzO78a5DAVNrYIGWcPm,37i9dQZF1DXcBWIGoYBM5M,Shirt,SZA,0.146,0.824,0.453,181831.0,0.0273,3.0,0.0896,-9.604,0.0,0.0968,119.959,4.0,0.552,3.0305166666666667
78Sw5GDo6AlGwTwanjXbGh,37i9dQZF1DXcBWIGoYBM5M,Here With Me,d4vd,0.534,0.574,0.469,242485.0,9.21e-05,4.0,0.128,-8.209,1.0,0.0254,132.023,4.0,0.288,4.041416666666667
5IgjP7X4th6nMNDh4akUHb,37i9dQZF1DXcBWIGoYBM5M,Under The Influence,Chris Brown,0.0635,0.733,0.69,184613.0,1.18e-06,9.0,0.105,-5.529,0.0,0.0427,116.992,4.0,0.31,3.0768833333333334
38T0tPVZHcPZyhtOcCP7pF,37i9dQZF1DXcBWIGoYBM5M,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,0.148,0.637,0.715,210576.0,0.0,2.0,0.0892,-4.971,0.0,0.0455,141.872,4.0,0.308,3.5096
6BePGk3eCan4FqaW2X8Qy3,37i9dQZF1DXcBWIGoYBM5M,10:35,Tiësto,0.0683,0.696,0.793,172253.0,3.78e-06,8.0,0.18,-5.733,1.0,0.097,120.003,4.0,0.698,2.870883333333333
4FyesJzVpA39hbYvcseO2d,37i9dQZF1DXcBWIGoYBM5M,Just Wanna Rock,Lil Uzi Vert,0.0652,0.486,0.545,123891.0,0.00474,11.0,0.0642,-7.924,1.0,0.0336,150.187,4.0,0.0385,2.06485
1IHWl5LamUGEuP4ozKQSXZ,37i9dQZF1DXcBWIGoYBM5M,Tití Me Preguntó,Bad Bunny,0.0993,0.65,0.715,243717.0,0.000291,5.0,0.126,-5.198,0.0,0.253,106.672,4.0,0.187,4.06195
4h9wh7iOZ0GGn8QVp4RAOB,37i9dQZF1DXcBWIGoYBM5M,I Ain't Worried,OneRepublic,0.0826,0.704,0.797,148486.0,0.000745,0.0,0.0546,-5.927,1.0,0.0475,139.994,4.0,0.825,2.4747666666666666
0T5iIrXA4p5GsubkhuBIKV,37i9dQZF1DXcBWIGoYBM5M,Until I Found You,Stephen Sanchez,0.727,0.539,0.508,177720.0,0.0,10.0,0.174,-6.05,1.0,0.0288,101.358,3.0,0.227,2.962
35ovElsgyAtQwYPYnZJECg,37i9dQZF1DXcBWIGoYBM5M,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,0.899,0.247,0.299,196520.0,0.0,9.0,0.131,-6.083,1.0,0.0315,177.115,4.0,0.172,3.275333333333333
4CD623yLJVvKJxUyzaTqtC,37i9dQZF1DXcBWIGoYBM5M,DESPECHÁ RMX,ROSALÍA,0.235,0.954,0.582,170828.0,1.26e-06,9.0,0.0572,-5.744,0.0,0.0727,130.008,4.0,0.884,2.8471333333333333
0hquQWY3xvYqN4qtiquniF,37i9dQZF1DXcBWIGoYBM5M,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,0.0777,0.801,0.601,182907.0,3.23e-05,8.0,0.145,-7.574,0.0,0.255,159.969,4.0,0.74,3.04845
0HqZX76SFLDz2aW8aiqi7G,37i9dQZF1DXcBWIGoYBM5M,Bones,Imagine Dragons,0.0206,0.773,0.742,165265.0,0.0,5.0,0.0754,-3.678,0.0,0.046,114.071,4.0,0.571,2.7544166666666667
3WMj8moIAXJhHsyLaqIIHI,37i9dQZF1DXcBWIGoYBM5M,Something in the Orange,Zach Bryan,0.555,0.369,0.192,228013.0,8.35e-06,4.0,0.0954,-12.151,0.0,0.04,175.212,3.0,0.148,3.8002166666666666
5ww2BF9slyYgNOk37BlC4u,37i9dQZF1DXcBWIGoYBM5M,La Bachata,Manuel Turizo,0.583,0.835,0.679,162638.0,1.98e-06,7.0,0.218,-5.329,0.0,0.0364,124.98,4.0,0.85,2.710633333333333
5CM4UuQ9Gnd6K2YyKGPMoK,37i9dQZF1DXcBWIGoYBM5M,Bad Habit,Steve Lacy,0.626,0.686,0.507,232115.0,7.51e-05,1.0,0.383,-7.097,1.0,0.0357,168.955,4.0,0.69,3.8685833333333335
26hOm7dTtBi0TdpDGl141t,37i9dQZF1DXcBWIGoYBM5M,Die For You,Joji,0.383,0.472,0.518,211667.0,0.127,8.0,0.289,-7.379,1.0,0.051,147.805,4.0,0.154,3.5277833333333333
1DzJbVkBELu6jDu6q0T0tk,37i9dQZF1DXcBWIGoYBM5M,Nothing Is Lost (You Give Me Strength),The Weeknd,0.0002,0.52,0.693,267505.0,2.2e-05,5.0,0.122,-7.704,1.0,0.0331,126.985,4.0,0.12,4.4584166666666665
3NanY0K4okhIQzL33U5Ad8,37i9dQZF1DXcBWIGoYBM5M,Boy's a liar,PinkPantheress,0.25,0.656,0.838,131253.0,0.00281,5.0,0.207,-8.407,1.0,0.041,132.981,4.0,0.74,2.18755
76OGwb5RA9h4FxQPT33ekc,37i9dQZF1DXcBWIGoYBM5M,SNAP,Rosa Linn,0.107,0.565,0.636,179551.0,9.9e-06,0.0,0.447,-8.198,1.0,0.0638,170.01,4.0,0.525,2.9925166666666665
1PckUlxKqWQs3RlWXVBLw3,37i9dQZF1DXcBWIGoYBM5M,About Damn Time,Lizzo,0.0995,0.836,0.743,191822.0,0.0,10.0,0.335,-6.305,0.0,0.0656,108.966,4.0,0.722,3.197033333333333
1RDvyOk4WtPCtoqciJwVn8,37i9dQZF1DXcBWIGoYBM5M,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,0.158,0.71,0.879,201391.0,0.00142,0.0,0.439,-4.218,1.0,0.0422,114.993,4.0,0.341,3.356516666666667
4C6Uex2ILwJi9sZXRdmqXp,37i9dQZF1DXcBWIGoYBM5M,Super Freaky Girl,Nicki Minaj,0.0645,0.95,0.891,170977.0,1.77e-05,2.0,0.309,-2.653,1.0,0.241,133.01,4.0,0.912,2.8496166666666665
5HCyWlXZPP0y6Gqq8TgA20,37i9dQZF1DXcBWIGoYBM5M,STAY (with Justin Bieber),The Kid LAROI,0.0383,0.591,0.764,141806.0,0.0,1.0,0.103,-5.484,1.0,0.0483,169.928,4.0,0.478,2.363433333333333
2TktkzfozZifbQhXjT6I33,37i9dQZF1DXcBWIGoYBM5M,Evergreen (You Didn’t Deserve Me At All),Omar Apollo,0.598,0.697,0.336,216680.0,0.00528,9.0,0.107,-10.395,1.0,0.0424,82.029,3.0,0.31,3.6113333333333335
1Ame8XTX6QHY0l0ahqUhgv,37i9dQZF1DXcBWIGoYBM5M,THE LONELIEST,Måneskin,0.00151,0.519,0.595,247067.0,0.0,2.0,0.0762,-5.001,1.0,0.0283,129.786,4.0,0.237,4.117783333333334
0mBP9X2gPCuapvpZ7TGDk3,37i9dQZF1DXcBWIGoYBM5M,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,0.619,0.881,0.592,154487.0,1.32e-05,2.0,0.0901,-4.898,1.0,0.0324,101.058,4.0,0.719,2.574783333333333
0ARKW62l9uWIDYMZTUmJHF,37i9dQZF1DXcBWIGoYBM5M,Shut Down,BLACKPINK,0.00412,0.82,0.686,175889.0,0.0,0.0,0.184,-5.102,1.0,0.038,110.058,3.0,0.668,2.931483333333333
5hnGrTBaEsdukpDF6aZg8a,37i9dQZF1DXcBWIGoYBM5M,How Do I Say Goodbye,Dean Lewis,0.214,0.4,0.641,163603.0,0.0,8.0,0.0656,-6.303,1.0,0.0674,81.552,4.0,0.393,2.7267166666666665
4JBiO7wRnE6ueszEUpo347,37i9dQZF1DXcBWIGoYBM5M,Pointless,Lewis Capaldi,0.0686,0.325,0.59,235752.0,0.0,4.0,0.104,-3.943,1.0,0.0495,180.449,3.0,0.278,3.9292
4WuOWVnAqvEQxgSRrspBgt,37i9dQZF1DX0XUsuxWHRQd,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Metro Boomin,0.189,0.671,0.658,207307.0,8.66e-05,2.0,0.147,-5.567,1.0,0.309,87.933,4.0,0.257,3.4551166666666666
2i2qDe3dnTl6maUE31FO7c,37i9dQZF1DX0XUsuxWHRQd,Mad Max,Lil Durk,0.0212,0.898,0.64,153600.0,0.0,5.0,0.0919,-8.796,0.0,0.255,149.988,4.0,0.68,2.56
0vjeOZ3Ft5jvAi9SBFJm1j,37i9dQZF1DX0XUsuxWHRQd,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,0.152,0.526,0.606,182667.0,2.36e-06,5.0,0.194,-5.3,0.0,0.259,116.622,4.0,0.492,3.04445
2UQ2oUbHiB8wWYCE42JX0k,37i9dQZF1DX0XUsuxWHRQd,My All,Polo G,0.0393,0.493,0.613,197692.0,0.0,1.0,0.128,-6.636,1.0,0.414,156.104,4.0,0.373,3.2948666666666666
3QHGfxhjexLaMKGHXagfRs,37i9dQZF1DX0XUsuxWHRQd,Hell Yeah,SoFaygo,0.000113,0.696,0.708,168161.0,0.0,9.0,0.444,-4.737,1.0,0.0438,142.026,4.0,0.287,2.8026833333333334
2Hh3ETdQKrmSI3QS0hme7g,37i9dQZF1DX0XUsuxWHRQd,Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,0.189,0.684,0.671,199920.0,2.37e-05,7.0,0.122,-4.392,0.0,0.0464,88.048,4.0,0.156,3.332
3084aAzars6DR26nCWO9Ep,37i9dQZF1DX0XUsuxWHRQd,Quickie,Moneybagg Yo,0.0901,0.87,0.506,187826.0,0.0,2.0,0.145,-9.415,1.0,0.432,137.921,4.0,0.347,3.1304333333333334
7k5lDslyLbcykzUOPGEdKR,37i9dQZF1DX0XUsuxWHRQd,Love For The Streets,Young Dolph,0.172,0.799,0.733,185280.0,1.7e-05,2.0,0.332,-6.234,1.0,0.216,146.051,4.0,0.753,3.088
6yDPFrHZLQbQa9Itd2J4Gp,37i9dQZF1DX0XUsuxWHRQd,Water (Drowning Pt. 2) [feat. Kodak Black],A Boogie Wit da Hoodie,0.0392,0.855,0.603,206769.0,0.0,0.0,0.105,-5.488,1.0,0.284,129.976,4.0,0.494,3.44615
5R5UNKWsmMPpFq5JHK93Fw,37i9dQZF1DX0XUsuxWHRQd,Torpedo,Rae Sremmurd,0.000502,0.84,0.63,240968.0,0.00136,11.0,0.128,-5.671,0.0,0.0579,123.994,4.0,0.14,4.016133333333333
6L4XGeAdRRC32vVJpp8MdM,37i9dQZF1DX0XUsuxWHRQd,Face 2 Face,Juice WRLD,0.0948,0.711,0.72,124558.0,0.0,9.0,0.101,-4.532,1.0,0.0308,155.997,4.0,0.437,2.0759666666666665
1a7tOEheXeaSNathZW4Gzk,37i9dQZF1DX0XUsuxWHRQd,Hanging With Wolves,Lil Durk,0.0168,0.823,0.636,205893.0,0.0,11.0,0.108,-7.239,0.0,0.0612,151.978,4.0,0.5,3.43155
65nmqAEqW7CJIkXOIkxyg8,37i9dQZF1DX0XUsuxWHRQd,Get Away,Young Dolph,0.0431,0.839,0.642,180760.0,6.76e-05,1.0,0.148,-5.581,1.0,0.0535,140.078,4.0,0.211,3.0126666666666666
2KLwPaRDOB87XOYAT2fgxh,37i9dQZF1DX0XUsuxWHRQd,Pussy & Millions (feat. Travis Scott),Drake,0.0623,0.749,0.63,242027.0,0.0,4.0,0.353,-6.652,0.0,0.116,122.03,4.0,0.445,4.033783333333333
5B40Td13cDQ4adeAiLf8Z4,37i9dQZF1DX0XUsuxWHRQd,Twin (feat. Lil Durk),Roddy Ricch,0.031,0.785,0.609,148855.0,5.47e-05,11.0,0.096,-8.623,0.0,0.186,83.962,4.0,0.326,2.480916666666667
5JS1gz9zP4GTy0LZYvSeUK,37i9dQZF1DX0XUsuxWHRQd,2 Million Up,Peezy,0.115,0.884,0.423,159973.0,0.0,6.0,0.0895,-10.181,0.0,0.275,95.753,4.0,0.259,2.6662166666666667
6DswwzQlABrNoqjNydtvuX,37i9dQZF1DX0XUsuxWHRQd,Blessing,Lil Tecca,0.338,0.703,0.636,144594.0,0.0,1.0,0.0981,-8.652,0.0,0.177,132.986,4.0,0.496,2.4099
6UN73IYd0hZxLi8wFPMQij,37i9dQZF1DX0XUsuxWHRQd,Players,Coi Leray,0.03,0.954,0.516,139560.0,7.54e-06,6.0,0.0504,-5.817,1.0,0.16,105.001,4.0,0.624,2.326
7B09THlbQE2RndpgXeXQYE,37i9dQZF1DX0XUsuxWHRQd,Letter to Takeoff,Gucci Mane,0.375,0.808,0.478,217872.0,0.0,5.0,0.0761,-8.63,0.0,0.381,140.958,4.0,0.335,3.6312
4wRJHXHDJnKSPr9IVn0BFR,37i9dQZF1DX0XUsuxWHRQd,To The Bone (feat. YoungBoy Never Broke Again),Quavo,0.0395,0.899,0.582,283196.0,0.0,11.0,0.1,-7.275,0.0,0.264,149.973,4.0,0.505,4.7199333333333335
6ug9fUi5oLLgQgOF1G8WkM,37i9dQZF1DX0XUsuxWHRQd,California Breeze,Lil Baby,0.00361,0.738,0.666,177789.0,0.0,5.0,0.107,-6.97,0.0,0.455,161.734,4.0,0.215,2.96315
6R6ZS5HYH4RdXkjEwEJO5R,37i9dQZF1DX0XUsuxWHRQd,One Up,Central Cee,0.322,0.85,0.664,160000.0,0.0,6.0,0.0475,-8.119,0.0,0.261,144.108,4.0,0.743,2.6666666666666665
2tFwYCvY0x9IfeW63AdMpM,37i9dQZF1DX0XUsuxWHRQd,Take Shots (feat. Tory Lanez),A Boogie Wit da Hoodie,0.0331,0.63,0.505,281985.0,0.0,10.0,0.0713,-4.923,0.0,0.244,92.537,4.0,0.578,4.69975
3Wqs6XFKsKcTjaWhmB8VCP,37i9dQZF1DX0XUsuxWHRQd,Jigsaw,Key Glock,0.00296,0.75,0.714,153048.0,0.000113,1.0,0.137,-9.032,1.0,0.134,160.036,4.0,0.254,2.5508
5gAwpwuchaCGnJLlBMGBzp,37i9dQZF1DX0XUsuxWHRQd,Do It Again (feat. 2Rare),NLE Choppa,0.0864,0.806,0.64,213206.0,0.0,11.0,0.201,-7.398,0.0,0.317,160.054,4.0,0.716,3.553433333333333
4EvFzNPsp8iyiEO9LDHopv,37i9dQZF1DX0XUsuxWHRQd,If You Still Wit Me (feat. Lil Baby),Finesse2tymes,0.0906,0.519,0.766,128000.0,0.0,2.0,0.287,-6.519,1.0,0.345,100.281,3.0,0.449,2.1333333333333333
46GyY53xkfMRYTqZAQ33ne,37i9dQZF1DX0XUsuxWHRQd,Similar,Money Man,0.0647,0.894,0.458,112000.0,0.0144,5.0,0.109,-12.248,0.0,0.363,150.003,4.0,0.382,1.8666666666666667
6ja11GoXgF75QkEVqqAadn,37i9dQZF1DX0XUsuxWHRQd,Ain’t Safe (feat. Don Toliver),Trippie Redd,0.221,0.829,0.644,166515.0,1.04e-06,9.0,0.141,-4.86,1.0,0.291,147.151,4.0,0.515,2.77525
4OkFBMU18NidtaefaTjUq1,37i9dQZF1DX0XUsuxWHRQd,Real Spill,Lil Baby,0.0496,0.776,0.557,198722.0,0.0,2.0,0.112,-7.441,1.0,0.545,156.978,4.0,0.284,3.3120333333333334
6PvHZ5vVjUhngh0t3pIsPc,37i9dQZF1DX0XUsuxWHRQd,Chocolate (feat. Young Thug and Gunna),Quavo,0.2,0.854,0.611,208372.0,0.0,1.0,0.19,-6.824,0.0,0.228,129.003,4.0,0.728,3.4728666666666665
13VvjrXWYzG9lWViL8Y9vM,37i9dQZF1DX0XUsuxWHRQd,Break My Heart,Rod Wave,0.0166,0.701,0.562,169412.0,1.2e-05,1.0,0.352,-8.915,1.0,0.0381,84.994,4.0,0.354,2.823533333333333
1Pgu551wrKnGA82NiytP9G,37i9dQZF1DX0XUsuxWHRQd,Needed That,A Boogie Wit da Hoodie,0.108,0.489,0.548,206295.0,0.0,0.0,0.0865,-7.907,0.0,0.271,146.33,4.0,0.68,3.43825
4ZevD501qZiFK7FY8DFn0V,37i9dQZF1DX0XUsuxWHRQd,Do It Right,Don Toliver,0.458,0.662,0.515,174474.0,0.0,5.0,0.163,-6.867,1.0,0.199,69.808,4.0,0.386,2.9079
46s57QULU02Voy0Kup6UEb,37i9dQZF1DX0XUsuxWHRQd,Major Distribution,Drake,0.0127,0.908,0.546,170502.0,0.0,8.0,0.0707,-10.491,0.0,0.323,131.016,4.0,0.225,2.8417
7KXVIAuw3m2hxZanrpSXS3,37i9dQZF1DX0XUsuxWHRQd,Tomorrow 2 (with Cardi B),GloRilla,0.0695,0.791,0.818,209811.0,0.0,0.0,0.114,-3.93,1.0,0.406,159.922,4.0,0.693,3.49685
2A0G0bPmlkUXUbvWqrAXzg,37i9dQZF1DX0XUsuxWHRQd,Not Finished,Lil Baby,0.0123,0.785,0.524,163454.0,0.0,1.0,0.365,-7.004,1.0,0.122,142.007,4.0,0.0855,2.7242333333333333
7asQMsxC6dNgY0inCzJC5O,37i9dQZF1DX0XUsuxWHRQd,G Nikes (feat. Polo G),Nardo Wick,0.0716,0.808,0.644,206968.0,0.0,1.0,0.085,-6.167,1.0,0.329,151.098,4.0,0.512,3.4494666666666665
4lxTmHPgoRWwM9QisWobJL,37i9dQZF1DX0XUsuxWHRQd,FTCU (feat. GloRilla & Gangsta Boo),Latto,0.0369,0.894,0.633,145655.0,0.0,10.0,0.178,-5.294,0.0,0.298,145.11,4.0,0.578,2.427583333333333
6H6ZtVp6DymejLOJLdRzOI,37i9dQZF1DX0XUsuxWHRQd,Shordie (with Gunna),G Herbo,0.0301,0.768,0.695,176588.0,0.0,9.0,0.235,-4.883,1.0,0.179,76.007,4.0,0.41,2.9431333333333334
5fCBPjWjqaa0vuRO0ZRWPC,37i9dQZF1DX0XUsuxWHRQd,Miss My Dawgs (with Lil Wayne),YG,0.0374,0.857,0.662,163205.0,2.21e-06,7.0,0.414,-9.096,1.0,0.275,89.907,4.0,0.383,2.720083333333333
44p5ZWDBSppOoABrxoH5jU,37i9dQZF1DX0XUsuxWHRQd,Keep Calling,Blxst,0.428,0.796,0.461,156522.0,5.55e-06,1.0,0.107,-6.757,1.0,0.338,92.015,4.0,0.487,2.6087
6PQK1Y3Dl6dym9pj0y9Chy,37i9dQZF1DX0XUsuxWHRQd,Give You What You Want,Lil Tjay,0.222,0.691,0.656,159331.0,0.00111,10.0,0.153,-5.673,0.0,0.0679,89.467,4.0,0.393,2.6555166666666667
2RJAKIw6nIkgZVsAIKhmqz,37i9dQZF1DX0XUsuxWHRQd,In My Head,Juice WRLD,0.269,0.633,0.548,192000.0,0.0,5.0,0.16,-5.634,0.0,0.0467,160.011,4.0,0.35,3.2
0wTTf3msjDJ8NcZGTmQJQV,37i9dQZF1DX0XUsuxWHRQd,My Friends (feat. Lil Durk),Ty Dolla $ign,0.0558,0.633,0.478,158168.0,0.0,8.0,0.202,-8.039,1.0,0.044,169.961,4.0,0.441,2.636133333333333
1q9huadusReYqEjnENS3uw,37i9dQZF1DX0XUsuxWHRQd,FOMF,Ab-Soul,0.107,0.728,0.785,160920.0,0.0,5.0,0.0884,-6.253,0.0,0.205,132.039,4.0,0.735,2.682
2yjlYDiNiQkdxVqTlaSrlX,37i9dQZF1DX0XUsuxWHRQd,Super Freaky Girl,Nicki Minaj,0.0509,0.951,0.878,170977.0,1.61e-05,2.0,0.321,-2.565,1.0,0.211,133.014,4.0,0.923,2.8496166666666665
1brnLTvarI9D1hLP6z2Ar8,37i9dQZF1DX1lVhptIYRda,Thank God,Kane Brown,0.695,0.738,0.455,174560.0,0.0,3.0,0.107,-8.735,1.0,0.0352,99.945,4.0,0.441,2.909333333333333
5uU1uuyaUIBOiiUSQG7Wl3,37i9dQZF1DX1lVhptIYRda,You Proof,Morgan Wallen,0.252,0.731,0.85,157478.0,0.0,9.0,0.605,-4.913,1.0,0.0336,119.706,4.0,0.644,2.624633333333333
3fl4zil6HJ0N1FL3YIRwdC,37i9dQZF1DX1lVhptIYRda,Tennessee Orange,Megan Moroney,0.126,0.38,0.488,223120.0,7.23e-06,9.0,0.115,-6.637,1.0,0.029,156.031,3.0,0.268,3.7186666666666666
6Tm4Io4ct4w14nB1EUzsY3,37i9dQZF1DX1lVhptIYRda,Whiskey On You,Nate Smith,7.02e-05,0.479,0.768,183790.0,0.00549,8.0,0.121,-5.204,1.0,0.0312,110.024,4.0,0.576,3.0631666666666666
5ZCjp56T8J6d7amJyFSzrI,37i9dQZF1DX1lVhptIYRda,Heart Like A Truck,Lainey Wilson,0.148,0.587,0.632,199040.0,1.01e-05,9.0,0.158,-5.416,1.0,0.0311,139.974,4.0,0.392,3.317333333333333
6HBRLaSQ7NB8MNlaqzYen1,37i9dQZF1DX1lVhptIYRda,What My World Spins Around,Jordan Davis,0.105,0.675,0.726,186791.0,0.0,2.0,0.153,-6.459,1.0,0.0461,124.872,4.0,0.671,3.113183333333333
4686eQ81DEswHa90bcdlC9,37i9dQZF1DX1lVhptIYRda,Rock and A Hard Place,Bailey Zimmerman,0.577,0.582,0.568,207541.0,0.0,1.0,0.105,-7.3,1.0,0.0275,121.991,3.0,0.394,3.459016666666667
3zAOcNGOFq5Q1OsN0tcxA0,37i9dQZF1DX1lVhptIYRda,Everything She Ain’t,Hailey Whitters,0.175,0.796,0.621,151973.0,0.0,2.0,0.274,-6.129,1.0,0.0346,121.904,4.0,0.808,2.5328833333333334
3nei8eHEdiwwSfyoOCHPZI,37i9dQZF1DX1lVhptIYRda,If He Wanted To He Would,Kylie Morgan,0.0998,0.655,0.617,174173.0,0.0,0.0,0.211,-4.716,1.0,0.026,90.015,4.0,0.734,2.902883333333333
6Qpfsw8OS5HW5XxgmXYLWS,37i9dQZF1DX1lVhptIYRda,Handle On You,Parker McCollum,0.00411,0.588,0.931,219333.0,0.0,6.0,0.345,-3.925,1.0,0.0318,105.027,4.0,0.625,3.65555
6Awl7JBDQjfm7xkS3LkhDi,37i9dQZF1DX1lVhptIYRda,We Got History,Mitchell Tenpenny,0.0014,0.628,0.833,203680.0,0.0,0.0,0.104,-6.327,1.0,0.0311,98.025,4.0,0.309,3.3946666666666667
4QWXSTeUHFzU0INh7SNqSU,37i9dQZF1DX1lVhptIYRda,Feel Like This,Ingrid Andress,0.141,0.536,0.605,196163.0,0.0,7.0,0.0614,-5.292,1.0,0.0338,130.053,4.0,0.341,3.2693833333333333
200x8ONbPfFzByUr3fVz46,37i9dQZF1DX1lVhptIYRda,She Had Me At Heads Carolina,Cole Swindell,0.124,0.607,0.912,206107.0,0.0,8.0,0.332,-3.449,1.0,0.0611,134.944,4.0,0.722,3.4351166666666666
3CC2sCo30DhwOwGI4NN30I,37i9dQZF1DX1lVhptIYRda,Take It Slow,Conner Smith,0.0823,0.594,0.838,162587.0,0.0,5.0,0.126,-3.768,1.0,0.0323,116.012,4.0,0.524,2.709783333333333
58UvLeYJXtFkbkUP3lU6YK,37i9dQZF1DX1lVhptIYRda,Don't It Sound Alright,Adam Doleac,0.0392,0.641,0.547,218806.0,0.0,7.0,0.0771,-5.094,1.0,0.0247,130.061,4.0,0.487,3.6467666666666654
